"ï..Antibiotic","Country","X..non.susceptibles","Intermediate","Nonsusceptible","tested","Pathogen","Resistant","SPECIMEN..Sample.","Susceptible"
"Imipenem","Bahrain","0%",0,0,16,"Klebsiella pneumoniae",0,"urine",16
"Imipenem","Switzerland","28%",0,0,116,"Klebsiella pneumoniae",33,"urine",83
"Imipenem","Pakistan","41%",1,0,128,"Klebsiella pneumoniae",51,"urine",76
"Cephalosporins","Pakistan","15%",3,0,20,"Klebsiella pneumoniae",0,"urine",17
"Cephalosporins","Philippines","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Cephalosporins","Saudi Arabia","24%",0,0,896,"Klebsiella pneumoniae",217,"urine",679
"Cephalosporins","Thailand","100%",0,0,2,"Klebsiella pneumoniae",2,"urine",0
"Carbapenems","Switzerland","0%",0,0,116,"Klebsiella pneumoniae",0,"urine",116
"Carbapenems","Iran, Islamic Republic of","17%",1,0,64,"Klebsiella pneumoniae",10,"urine",53
"Carbapenems","Philippines","13%",0,0,8,"Klebsiella pneumoniae",1,"urine",7
"Carbapenems","Saudi Arabia","79%",0,0,481,"Klebsiella pneumoniae",380,"urine",101
"Fluoroquinolones","Switzerland","30%",12,0,116,"Klebsiella pneumoniae",23,"urine",81
"Fluoroquinolones","Iran, Islamic Republic of","46%",0,0,65,"Klebsiella pneumoniae",30,"urine",35
"Fluoroquinolones","Pakistan","33%",0,0,3,"Klebsiella pneumoniae",1,"urine",2
"Fluoroquinolones","Pakistan","14%",1,0,92,"Klebsiella pneumoniae",12,"urine",79
"Fluoroquinolones","Saudi Arabia","75%",0,0,810,"Klebsiella pneumoniae",605,"urine",205
"Fluoroquinolones","Tunisia","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Levofloxacin","Switzerland","57%",0,0,21,"Klebsiella pneumoniae",12,"urine",9
"Levofloxacin","Pakistan","0%",0,0,21,"Klebsiella pneumoniae",0,"urine",21
"Levofloxacin","Philippines","42%",0,0,19,"Klebsiella pneumoniae",8,"urine",11
"Levofloxacin","Saudi Arabia","96%",0,0,622,"Klebsiella pneumoniae",596,"urine",26
"Levofloxacin","Thailand","33%",0,0,3,"Klebsiella pneumoniae",1,"urine",2
"Levofloxacin","Zambia","52%",1,0,25,"Klebsiella pneumoniae",12,"urine",12
"Meropenem","Bahrain","0%",0,0,18,"Klebsiella pneumoniae",0,"urine",18
"Meropenem","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Meropenem","Saudi Arabia","54%",0,0,622,"Klebsiella pneumoniae",333,"urine",289
"Co-trimoxazole","Bahrain","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Co-trimoxazole","Switzerland","0%",0,0,116,"Klebsiella pneumoniae",0,"urine",116
"Co-trimoxazole","Pakistan","21%",2,0,90,"Klebsiella pneumoniae",17,"urine",71
"Co-trimoxazole","Philippines","43%",1,0,14,"Klebsiella pneumoniae",5,"urine",8
"Co-trimoxazole","Saudi Arabia","95%",0,0,622,"Klebsiella pneumoniae",592,"urine",30
"Co-trimoxazole","Thailand","40%",1,0,5,"Klebsiella pneumoniae",1,"urine",3
"Ceftazidime","Pakistan","33%",0,0,3,"Klebsiella pneumoniae",1,"urine",2
"Ceftazidime","Philippines","43%",1,0,7,"Klebsiella pneumoniae",2,"urine",4
"Ceftazidime","Saudi Arabia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Ciprofloxacin","Switzerland","24%",2,0,37,"Klebsiella pneumoniae",7,"urine",28
"Ciprofloxacin","Pakistan","24%",2,0,41,"Klebsiella pneumoniae",8,"urine",31
"Ciprofloxacin","Pakistan","14%",3,0,21,"Klebsiella pneumoniae",0,"urine",18
"Ciprofloxacin","Philippines","8%",0,0,12,"Klebsiella pneumoniae",1,"urine",11
"Ciprofloxacin","Saudi Arabia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Ciprofloxacin","Tunisia","47%",0,0,36,"Klebsiella pneumoniae",17,"urine",19
"Colistin","Bahrain","50%",1,0,2,"Klebsiella pneumoniae",0,"urine",1
"Colistin","Switzerland","100%",0,0,3,"Klebsiella pneumoniae",3,"urine",0
"Colistin","Saudi Arabia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Colistin","Tunisia","30%",0,0,10,"Klebsiella pneumoniae",3,"urine",7
"Ceftriaxone","Bahrain","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ceftriaxone","Switzerland","0%",0,0,37,"Klebsiella pneumoniae",0,"urine",37
"Ceftriaxone","Pakistan","14%",0,0,7,"Klebsiella pneumoniae",1,"urine",6
"Ceftriaxone","Philippines","77%",0,0,13,"Klebsiella pneumoniae",10,"urine",3
"Cefotaxime","Philippines","30%",1,0,10,"Klebsiella pneumoniae",2,"urine",7
"Cefotaxime","Tunisia","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Doripenem","Philippines","8%",0,0,12,"Klebsiella pneumoniae",1,"urine",11
"Ertapenem","Switzerland","33%",1,0,3,"Klebsiella pneumoniae",0,"urine",2
"Ertapenem","Pakistan","0%",0,0,41,"Klebsiella pneumoniae",0,"urine",41
"Ertapenem","Philippines","55%",0,0,11,"Klebsiella pneumoniae",6,"urine",5
"Ertapenem","Saudi Arabia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Cefepime","Korea","100%",0,0,2,"Klebsiella pneumoniae",2,"urine",0
"Cefepime","Saudi Arabia","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Imipenem","Pakistan","53%",0,0,40,"Klebsiella pneumoniae",21,"urine",19
"Imipenem","Saudi Arabia","100%",0,0,3,"Klebsiella pneumoniae",3,"urine",0
"Cephalosporins","Iran, Islamic Republic of","33%",2,0,170,"Klebsiella pneumoniae",54,"urine",114
"Cephalosporins","Pakistan","67%",0,0,3,"Klebsiella pneumoniae",2,"urine",1
"Cephalosporins","Pakistan","26%",0,0,43,"Klebsiella pneumoniae",11,"urine",32
"Cephalosporins","Philippines","0%",0,0,7,"Klebsiella pneumoniae",0,"urine",7
"Cephalosporins","Saudi Arabia","100%",0,0,3,"Klebsiella pneumoniae",3,"urine",0
"Cephalosporins","Tunisia","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Carbapenems","Iran, Islamic Republic of","58%",0,0,192,"Klebsiella pneumoniae",111,"urine",81
"Carbapenems","Pakistan","14%",0,0,7,"Klebsiella pneumoniae",1,"urine",6
"Carbapenems","Saudi Arabia","0%",0,0,22,"Klebsiella pneumoniae",0,"urine",22
"Carbapenems","Tunisia","0%",0,0,23,"Klebsiella pneumoniae",0,"urine",23
"Trimethoprim-sulfa","Korea","100%",0,0,2,"Klebsiella pneumoniae",2,"urine",0
"Fluoroquinolones","Pakistan","0%",0,0,87,"Klebsiella pneumoniae",0,"urine",87
"Fluoroquinolones","Pakistan","82%",0,0,11,"Klebsiella pneumoniae",9,"urine",2
"Fluoroquinolones","Philippines","57%",1,0,7,"Klebsiella pneumoniae",3,"urine",3
"Fluoroquinolones","Saudi Arabia","60%",3,0,15,"Klebsiella pneumoniae",6,"urine",6
"Levofloxacin","Pakistan","61%",0,0,23,"Klebsiella pneumoniae",14,"urine",9
"Levofloxacin","Philippines","100%",0,0,3,"Klebsiella pneumoniae",3,"urine",0
"Levofloxacin","Saudi Arabia","33%",0,0,15,"Klebsiella pneumoniae",5,"urine",10
"Meropenem","Saudi Arabia","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Co-trimoxazole","Pakistan","17%",4,0,42,"Klebsiella pneumoniae",3,"urine",35
"Co-trimoxazole","Philippines","17%",1,0,12,"Klebsiella pneumoniae",1,"urine",10
"Co-trimoxazole","Saudi Arabia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Ceftazidime","Philippines","43%",0,0,21,"Klebsiella pneumoniae",9,"urine",12
"Ceftazidime","Tunisia","57%",2,0,7,"Klebsiella pneumoniae",2,"urine",3
"Ciprofloxacin","Saudi Arabia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Ciprofloxacin","Tunisia","55%",0,0,11,"Klebsiella pneumoniae",6,"urine",5
"Colistin","Saudi Arabia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Colistin","Tunisia","11%",0,0,9,"Klebsiella pneumoniae",1,"urine",8
"Ceftriaxone","Saudi Arabia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Cefotaxime","United Arab Emirates","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cefotaxime","Saudi Arabia","100%",0,0,2,"Klebsiella pneumoniae",2,"urine",0
"Ertapenem","United Arab Emirates","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cefepime","United Arab Emirates","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cefepime","Philippines","37%",0,0,19,"Klebsiella pneumoniae",7,"urine",12
"Cefepime","Saudi Arabia","100%",0,0,2,"Klebsiella pneumoniae",2,"urine",0
"Imipenem","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Imipenem","Saudi Arabia","100%",0,0,3,"Klebsiella pneumoniae",3,"urine",0
"Imipenem","Tunisia","73%",0,0,11,"Klebsiella pneumoniae",8,"urine",3
"Cephalosporins","United Arab Emirates","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cephalosporins","Philippines","5%",1,0,22,"Klebsiella pneumoniae",0,"urine",21
"Cephalosporins","Saudi Arabia","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Cephalosporins","Tunisia","56%",0,0,9,"Klebsiella pneumoniae",5,"urine",4
"Carbapenems","United Arab Emirates","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Carbapenems","Saudi Arabia","50%",0,0,2,"Klebsiella pneumoniae",1,"urine",1
"Carbapenems","Tunisia","67%",0,0,12,"Klebsiella pneumoniae",8,"urine",4
"Fluoroquinolones","United Arab Emirates","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Fluoroquinolones","Philippines","43%",0,0,23,"Klebsiella pneumoniae",10,"urine",13
"Fluoroquinolones","Saudi Arabia","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Fluoroquinolones","Tunisia","56%",1,0,9,"Klebsiella pneumoniae",4,"urine",4
"Levofloxacin","United Arab Emirates","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Levofloxacin","Philippines","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Levofloxacin","Saudi Arabia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Meropenem","United Arab Emirates","100%",0,0,2,"Klebsiella pneumoniae",2,"urine",0
"Meropenem","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Co-trimoxazole","United Arab Emirates","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Co-trimoxazole","Philippines","9%",2,0,23,"Klebsiella pneumoniae",0,"urine",21
"Co-trimoxazole","Saudi Arabia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Ceftazidime","United Arab Emirates","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Ceftazidime","Tunisia","10%",0,0,10,"Klebsiella pneumoniae",1,"urine",9
"Ciprofloxacin","United Arab Emirates","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Ciprofloxacin","Saudi Arabia","100%",0,0,2,"Klebsiella pneumoniae",2,"urine",0
"Ciprofloxacin","Tunisia","14%",0,0,7,"Klebsiella pneumoniae",1,"urine",6
"Colistin","United Arab Emirates","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Colistin","Philippines","50%",0,0,8,"Klebsiella pneumoniae",4,"urine",4
"Colistin","Saudi Arabia","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Colistin","Thailand","0%",0,0,10,"Klebsiella pneumoniae",0,"urine",10
"Colistin","Tunisia","67%",0,0,12,"Klebsiella pneumoniae",8,"urine",4
"Ceftriaxone","Pakistan","4%",0,0,24,"Klebsiella pneumoniae",1,"urine",23
"Ceftriaxone","Philippines","76%",0,0,21,"Klebsiella pneumoniae",16,"urine",5
"Cefotaxime","United Arab Emirates","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Cefotaxime","Philippines","40%",2,0,10,"Klebsiella pneumoniae",2,"urine",6
"Cefotaxime","Saudi Arabia","100%",0,0,3,"Klebsiella pneumoniae",3,"urine",0
"Cefotaxime","Tunisia","56%",0,0,9,"Klebsiella pneumoniae",5,"urine",4
"Doripenem","Philippines","25%",0,0,20,"Klebsiella pneumoniae",5,"urine",15
"Ertapenem","United Arab Emirates","100%",0,0,2,"Klebsiella pneumoniae",2,"urine",0
"Ertapenem","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Ertapenem","Philippines","50%",2,0,4,"Klebsiella pneumoniae",0,"urine",2
"Ertapenem","Saudi Arabia","100%",0,0,9,"Klebsiella pneumoniae",9,"urine",0
"Ertapenem","Thailand","25%",0,0,4,"Klebsiella pneumoniae",1,"urine",3
"Ertapenem","Tunisia","50%",0,0,6,"Klebsiella pneumoniae",3,"urine",3
"Cefepime","Saudi Arabia","0%",0,0,9,"Klebsiella pneumoniae",0,"urine",9
"Cefepime","Thailand","17%",0,0,12,"Klebsiella pneumoniae",2,"urine",10
"Cefepime","Tunisia","20%",0,0,10,"Klebsiella pneumoniae",2,"urine",8
"Imipenem","United Arab Emirates","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Imipenem","Korea","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Imipenem","Philippines","22%",0,0,18,"Klebsiella pneumoniae",4,"urine",14
"Imipenem","Saudi Arabia","100%",0,0,9,"Klebsiella pneumoniae",9,"urine",0
"Imipenem","Thailand","25%",0,0,4,"Klebsiella pneumoniae",1,"urine",3
"Imipenem","Tunisia","14%",0,0,7,"Klebsiella pneumoniae",1,"urine",6
"Cephalosporins","Pakistan","32%",0,0,41,"Klebsiella pneumoniae",13,"urine",28
"Cephalosporins","Philippines","0%",0,0,4,"Klebsiella pneumoniae",0,"urine",4
"Cephalosporins","Saudi Arabia","11%",1,0,9,"Klebsiella pneumoniae",0,"urine",8
"Cephalosporins","Tunisia","55%",0,0,11,"Klebsiella pneumoniae",6,"urine",5
"Carbapenems","Pakistan","38%",14,0,88,"Klebsiella pneumoniae",19,"urine",55
"Carbapenems","Saudi Arabia","100%",0,0,6,"Klebsiella pneumoniae",6,"urine",0
"Carbapenems","Tunisia","11%",0,0,9,"Klebsiella pneumoniae",1,"urine",8
"Fluoroquinolones","United Arab Emirates","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Fluoroquinolones","Saudi Arabia","100%",0,0,7,"Klebsiella pneumoniae",7,"urine",0
"Levofloxacin","United Arab Emirates","20%",1,0,25,"Klebsiella pneumoniae",4,"urine",20
"Meropenem","United Arab Emirates","11%",0,0,28,"Klebsiella pneumoniae",3,"urine",25
"Meropenem","Saudi Arabia","100%",0,0,7,"Klebsiella pneumoniae",7,"urine",0
"Co-trimoxazole","United Kingdom","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Co-trimoxazole","Pakistan","8%",0,0,12,"Klebsiella pneumoniae",1,"urine",11
"Co-trimoxazole","Saudi Arabia","100%",0,0,5,"Klebsiella pneumoniae",5,"urine",0
"Co-trimoxazole","Thailand","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Ceftazidime","Korea","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ciprofloxacin","Bahrain","67%",0,0,3,"Klebsiella pneumoniae",2,"urine",1
"Ciprofloxacin","Korea","75%",3,0,24,"Klebsiella pneumoniae",15,"urine",6
"Ciprofloxacin","Philippines","75%",3,0,8,"Klebsiella pneumoniae",3,"urine",2
"Colistin","Bahrain","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cefotaxime","Philippines","89%",0,0,9,"Klebsiella pneumoniae",8,"urine",1
"Cefepime","Tunisia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Imipenem","Bahrain","75%",0,0,4,"Klebsiella pneumoniae",3,"urine",1
"Imipenem","Korea","0%",0,0,11,"Klebsiella pneumoniae",0,"urine",11
"Imipenem","Tunisia","100%",0,0,4,"Klebsiella pneumoniae",4,"urine",0
"Cephalosporins","Iran, Islamic Republic of","56%",0,0,9,"Klebsiella pneumoniae",5,"urine",4
"Cephalosporins","Tunisia","67%",0,0,3,"Klebsiella pneumoniae",2,"urine",1
"Carbapenems","Iran, Islamic Republic of","0%",0,0,9,"Klebsiella pneumoniae",0,"urine",9
"Carbapenems","Philippines","89%",3,0,9,"Klebsiella pneumoniae",5,"urine",1
"Fluoroquinolones","Iran, Islamic Republic of","89%",0,0,9,"Klebsiella pneumoniae",8,"urine",1
"Fluoroquinolones","Philippines","40%",0,0,10,"Klebsiella pneumoniae",4,"urine",6
"Meropenem","Bahrain","33%",0,0,3,"Klebsiella pneumoniae",1,"urine",2
"Co-trimoxazole","Bahrain","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ceftazidime","Finland","100%",0,0,2,"Klebsiella pneumoniae",2,"urine",0
"Ceftazidime","Pakistan","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ceftazidime","Philippines","50%",0,0,2,"Klebsiella pneumoniae",1,"urine",1
"Ceftazidime","Zambia","2%",1,0,132,"Klebsiella pneumoniae",1,"urine",130
"Ciprofloxacin","Finland","0%",0,0,2,"Klebsiella pneumoniae",0,"urine",2
"Ciprofloxacin","Zambia","69%",0,0,132,"Klebsiella pneumoniae",91,"urine",41
"Ceftriaxone","Pakistan","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Ceftriaxone","Pakistan","0%",0,0,5,"Klebsiella pneumoniae",0,"urine",5
"Ceftriaxone","Pakistan","18%",1,0,44,"Klebsiella pneumoniae",7,"urine",36
"Cefotaxime","Korea","0%",0,0,7,"Klebsiella pneumoniae",0,"urine",7
"Cefotaxime","Pakistan","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Doripenem","Philippines","50%",0,0,2,"Klebsiella pneumoniae",1,"urine",1
"Ertapenem","Philippines","0%",0,0,3,"Klebsiella pneumoniae",0,"urine",3
"Ertapenem","Tunisia","29%",0,0,14,"Klebsiella pneumoniae",4,"urine",10
"Ertapenem","Zambia","1%",0,0,125,"Klebsiella pneumoniae",1,"urine",124
"Cefepime","Korea","0%",0,0,16,"Klebsiella pneumoniae",0,"urine",16
"Cefepime","Pakistan","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Cefepime","Pakistan","0%",0,0,6,"Klebsiella pneumoniae",0,"urine",6
"Cefepime","Philippines","11%",0,0,9,"Klebsiella pneumoniae",1,"urine",8
"Imipenem","Pakistan","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Imipenem","Pakistan","0%",0,0,82,"Klebsiella pneumoniae",0,"urine",82
"Imipenem","Philippines","20%",0,0,10,"Klebsiella pneumoniae",2,"urine",8
"Imipenem","Tunisia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Imipenem","Zambia","60%",1,0,154,"Klebsiella pneumoniae",92,"urine",61
"Cephalosporins","Pakistan","39%",0,0,28,"Klebsiella pneumoniae",11,"urine",17
"Cephalosporins","Pakistan","24%",0,0,83,"Klebsiella pneumoniae",20,"urine",63
"Cephalosporins","Tunisia","100%",0,0,1,"Klebsiella pneumoniae",1,"urine",0
"Carbapenems","Pakistan","58%",0,0,36,"Klebsiella pneumoniae",21,"urine",15
"Carbapenems","Tunisia","0%",0,0,1,"Klebsiella pneumoniae",0,"urine",1
"Carbapenems","Zambia","75%",0,0,4,"Klebsiella pneumoniae",3,"urine",1
"Fluoroquinolones","Pakistan","33%",0,0,6,"Klebsiella pneumoniae",2,"urine",4
"Levofloxacin","Pakistan","67%",0,0,6,"Klebsiella pneumoniae",4,"urine",2
"Levofloxacin","Zambia","0%",0,0,4,"Klebsiella pneumoniae",0,"urine",4
"Co-trimoxazole","Pakistan","33%",0,0,6,"Klebsiella pneumoniae",2,"urine",4
"Cefotaxime","Korea","14%",0,1,7,"Klebsiella pneumoniae",0,"urine",6
"Ciprofloxacin","Bahrain","100%",0,1,1,"Klebsiella pneumoniae",0,"urine",0
"Cefotaxime","Switzerland","100%",0,1,1,"Klebsiella pneumoniae",0,"urine",0
"Ciprofloxacin","Bahrain","50%",0,1,2,"Klebsiella pneumoniae",0,"urine",1
"Cefotaxime","Switzerland","50%",0,1,2,"Klebsiella pneumoniae",0,"urine",1
"Meropenem","United Kingdom","100%",0,1,1,"Klebsiella pneumoniae",0,"urine",0
"Cefotaxime","Korea","9%",0,4,54,"Klebsiella pneumoniae",1,"urine",49
"Ceftazidime","United Arab Emirates","85%",0,0,33,"Escherichia coli",28,"urine",5
"Ceftazidime","Philippines","20%",0,0,5,"Escherichia coli",1,"urine",4
"Ceftazidime","Zambia","33%",0,0,3,"Escherichia coli",1,"urine",2
"Ciprofloxacin","United Arab Emirates","45%",2,0,33,"Escherichia coli",13,"urine",18
"Ciprofloxacin","Korea","6%",2,0,99,"Escherichia coli",4,"urine",93
"Ciprofloxacin","Philippines","100%",1,0,2,"Escherichia coli",1,"urine",0
"Ciprofloxacin","Zambia","33%",0,0,3,"Escherichia coli",1,"urine",2
"Colistin","United Arab Emirates","89%",1,0,27,"Escherichia coli",23,"urine",3
"Colistin","Korea","30%",23,0,87,"Escherichia coli",3,"urine",61
"Ceftriaxone","United Arab Emirates","33%",1,0,30,"Escherichia coli",9,"urine",20
"Cefotaxime","United Arab Emirates","64%",6,0,25,"Escherichia coli",10,"urine",9
"Cefotaxime","Switzerland","88%",1,0,8,"Escherichia coli",6,"urine",1
"Cefotaxime","Philippines","0%",0,0,2,"Escherichia coli",0,"urine",2
"Ertapenem","Switzerland","24%",3,0,17,"Escherichia coli",1,"urine",13
"Ertapenem","Zambia","97%",0,0,31,"Escherichia coli",30,"urine",1
"Imipenem","United Arab Emirates","50%",1,0,34,"Escherichia coli",16,"urine",17
"Imipenem","Switzerland","40%",0,0,10,"Escherichia coli",4,"urine",6
"Cephalosporins","United Arab Emirates","85%",0,0,27,"Escherichia coli",23,"urine",4
"Carbapenems","Philippines","60%",0,0,5,"Escherichia coli",3,"urine",2
"Trimethoprim-sulfa","Korea","18%",2,0,17,"Escherichia coli",1,"urine",14
"Fluoroquinolones","Switzerland","59%",1,0,17,"Escherichia coli",9,"urine",7
"Fluoroquinolones","Zambia","67%",0,0,9,"Escherichia coli",6,"urine",3
"Levofloxacin","Philippines","57%",0,0,14,"Escherichia coli",8,"urine",6
"Levofloxacin","Zambia","60%",0,0,10,"Escherichia coli",6,"urine",4
"Meropenem","Switzerland","0%",0,0,17,"Escherichia coli",0,"urine",17
"Meropenem","Philippines","50%",0,0,10,"Escherichia coli",5,"urine",5
"Co-trimoxazole","Switzerland","0%",0,0,10,"Escherichia coli",0,"urine",10
"Co-trimoxazole","Zambia","0%",0,0,26,"Escherichia coli",0,"urine",26
"Ampicillin","United Arab Emirates","31%",10,0,133,"Escherichia coli",31,"urine",92
"Ampicillin","Korea","67%",2,0,3,"Escherichia coli",0,"urine",1
"Ampicillin","Pakistan","0%",0,0,5,"Escherichia coli",0,"urine",5
"Ampicillin","Philippines","7%",0,0,14,"Escherichia coli",1,"urine",13
"Ceftazidime","Pakistan","67%",0,0,3,"Escherichia coli",2,"urine",1
"Ciprofloxacin","Switzerland","32%",2,0,63,"Escherichia coli",18,"urine",43
"Ciprofloxacin","Pakistan","0%",0,0,11,"Escherichia coli",0,"urine",11
"Ciprofloxacin","Pakistan","0%",0,0,38,"Escherichia coli",0,"urine",38
"Ciprofloxacin","Philippines","42%",1,0,19,"Escherichia coli",7,"urine",11
"Colistin","Switzerland","0%",0,0,3,"Escherichia coli",0,"urine",3
"Colistin","Pakistan","0%",0,0,16,"Escherichia coli",0,"urine",16
"Colistin","Philippines","33%",0,0,21,"Escherichia coli",7,"urine",14
"Ceftriaxone","Switzerland","0%",0,0,63,"Escherichia coli",0,"urine",63
"Ceftriaxone","Pakistan","0%",0,0,5,"Escherichia coli",0,"urine",5
"Ceftriaxone","Pakistan","0%",0,0,43,"Escherichia coli",0,"urine",43
"Ceftriaxone","Pakistan","29%",0,0,7,"Escherichia coli",2,"urine",5
"Ceftriaxone","Philippines","0%",0,0,14,"Escherichia coli",0,"urine",14
"Cefotaxime","United Arab Emirates","10%",4,0,60,"Escherichia coli",2,"urine",54
"Cefotaxime","Switzerland","29%",8,0,63,"Escherichia coli",10,"urine",45
"Doripenem","Philippines","43%",0,0,14,"Escherichia coli",6,"urine",8
"Ertapenem","United Arab Emirates","40%",4,0,67,"Escherichia coli",23,"urine",40
"Ertapenem","Switzerland","40%",0,0,10,"Escherichia coli",4,"urine",6
"Ertapenem","Korea","13%",2,0,16,"Escherichia coli",0,"urine",14
"Ertapenem","Pakistan","20%",0,0,5,"Escherichia coli",1,"urine",4
"Ertapenem","Philippines","0%",0,0,2,"Escherichia coli",0,"urine",2
"Ertapenem","Zambia","0%",0,0,69,"Escherichia coli",0,"urine",69
"Cefepime","United Arab Emirates","8%",3,0,71,"Escherichia coli",3,"urine",65
"Cefepime","Switzerland","0%",0,0,1,"Escherichia coli",0,"urine",1
"Cefepime","Pakistan","38%",0,0,32,"Escherichia coli",12,"urine",20
"Cefepime","Philippines","50%",1,0,22,"Escherichia coli",10,"urine",11
"Imipenem","United Arab Emirates","18%",3,0,62,"Escherichia coli",8,"urine",51
"Imipenem","Switzerland","0%",0,0,13,"Escherichia coli",0,"urine",13
